"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL1957001";"";"None";"449.58";"0";"4.62";"28";"Cc1nc2cnc(Oc3ccc4ncsc4c3)cc2c(=O)n1C[C@H]1CCCN(C(C)C)C1";"IC50";"'='";"2400.0";"nM";"5.62";"";"";"UO_0000065";"12.50";"0.24";"1.00";"7.68";"0";"CHEMBL1958785";"Inhibition of human Erg by patch clamp assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1955830";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";"";"";"";"2.4"
"CHEMBL1957004";"";"None";"411.48";"0";"3.55";"31";"Cc1nc2ncc(Oc3ccc(F)cc3)nc2c(=O)n1C[C@H]1CCCN(C(C)C)C1";"IC50";"'='";"16100.0";"nM";"4.79";"";"";"UO_0000065";"11.65";"0.22";"1.24";"6.55";"0";"CHEMBL1958785";"Inhibition of human Erg by patch clamp assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1955830";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";"";"";"";"16.1"
"CHEMBL5841669";"";"None";"426.39";"0";"4.04";"BDBM287596";"FC(F)(F)c1ccc(C(F)(F)CN2CCC(Nc3ncnc4[nH]ccc34)CC2)cn1";"IC50";"'='";"6000.0";"nM";"5.22";"";"548532";"UO_0000065";"12.25";"0.24";"1.18";"7.49";"0";"CHEMBL5731381";"hERG Channel Inhibition: The assay was performed on hERG channel stably expressed in HEK293 cells. The cells were cultured at 37° C. in a humidified CO2 incubator in the growth medium consisting of DMEM, 10% fetal bovine serum and antibiotics. Prior to the assay, the cells were seeded onto a 12 mm PDL-coated glass coverslip and cultured in a 35 mm Petri dish. After 16 to 40 hr culture, the cover slip was transferred into the chamber of OctaFlow perfusion system (ALA Instrument) and under a constant flow of extracellular solution (140 mM NaCl, 4 mM KCl, 1 mM MgCl2, 2 mM CaCl2, 10 mM HEPES, 10 mM D-glucose, pH 7.35, osmolarity 290). Whole cell patch clamping was performed with a glass micropipette filled with intracellular solution (120 mM KCl, 1.75 mM MgCl2, 5.4 mM CaCl2, 10 mM HEPES, 10 mM EGTA, and 4 mM ATP-K2, PH 7.2, osmolarity 310). Giga-seal was maintained during the test. The voltage control and current measurement were carried out using Axon amplifier 700B, Digidata 1440A and CLAMPEX10 software (Molecular Devices). Whole-cell hERG currents were recorded following the Petroski protocol: the cell was held at −80 mV, and the voltage step jumped from −80 to 30 mV and stay for 2 sec with a 20 ms prepulse at −40 mV. After depolarization, the voltage was decreased to −40 mV and stay for 2 sec, and returned back to −80 mV. Test compound was applied by quartz capillary tubes tip (200 μm inner diameter), and the flow rate was controlled at 2-3 mL/min with OctaFlow perfusion system. Different concentrations of the compound were applied to the cells for 5 min and the hERG current was measured three times before, during and after compound treatment.";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5725728";"37";"BindingDB Patent Bioactivity Data";"";"2017";"None";"";"";"";"6000.0"
"CHEMBL5083414";"";"None";"346.38";"0";"2.80";"D5";"NC(=O)[C@@H]1C[C@H](F)CN1Cc1ccc(OCc2cccc(F)c2)cc1";"IC50";"'>'";"30000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5043587";"Inhibition of human ERG expressed in CHO-K1 cells by Patch Clamp method";"T";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5042493";"1";"Scientific Literature";"Eur J Med Chem";"2022";"None";"";"";"";"30.0"
"CHEMBL4850101";"";"None";"523.57";"1";"4.41";"73";"COc1ncc2cc1NS(=O)(=O)c1cccc(c1)C(=O)NCc1cncc(c1)-c1ccnc3ccc-2cc13";"IC50";"'>'";"30000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4820317";"Inhibition of human ERG by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4819017";"1";"Scientific Literature";"Eur J Med Chem";"2021";"None";"";"";"";"30.0"
"CHEMBL3897632";"";"None";"324.72";"0";"3.58";"BDBM50201022";"FC(F)Oc1cc(-c2cnn(Cc3cc[nH]n3)c2)ccc1Cl";"IC50";"'='";"5.21";"nM";"8.28";"";"597945";"UO_0000065";"25.51";"0.51";"4.70";"14.86";"0";"CHEMBL5731865";"Inhibition of Specific Binding to the hERG-Receptor (HERGBD): After thawing on the day of the assay, the membrane suspension was diluted further with 20 mM HEPES/0.1 mM KCl/pH 7.2.The incubation mixture of 200 μl contained 1.5 nmol/l 3H-Dofetilide, optimized amount of membrane preparation, 20 mM HEPES/0.1 mM KCl/(pH 7.2) and inhibitor in 1% DMSO. Nonspecific binding was estimated in the presence of 10 M Dofetilide. The samples were incubated for 90 min. at RT.Binding was terminated by filtration of the incubated membrane preparations using Filtermat B (Pharmacia, Uppsala Sweden) and a Micro Cell Harvester (Skatron, Lier, Norway). The Filtermat B had been presoaked with 1% polyethylen imine and carefully washed with 0.05 M Tris/HCl-buffer pH=7.7 after the filtration to separate free and bound radioactivity. The filters were counted in a scintillation counter (Betaplate 1205, Berthold, Wildbad, Germany) in order to determine the specific binding of [3H]-Dofetilide.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5726011";"37";"BindingDB Patent Bioactivity Data";"";"2018";"None";"";"";"";"5.21"
"CHEMBL5949688";"";"None";"366.80";"0";"4.53";"BDBM310961";"CCCc1cc(Cn2cc(-c3ccc(Cl)c(OC(F)F)c3)cn2)n[nH]1";"IC50";"'='";"163.0";"nM";"6.79";"";"597954";"UO_0000065";"18.51";"0.37";"2.26";"12.18";"0";"CHEMBL5731865";"Inhibition of Specific Binding to the hERG-Receptor (HERGBD): After thawing on the day of the assay, the membrane suspension was diluted further with 20 mM HEPES/0.1 mM KCl/pH 7.2.The incubation mixture of 200 μl contained 1.5 nmol/l 3H-Dofetilide, optimized amount of membrane preparation, 20 mM HEPES/0.1 mM KCl/(pH 7.2) and inhibitor in 1% DMSO. Nonspecific binding was estimated in the presence of 10 M Dofetilide. The samples were incubated for 90 min. at RT.Binding was terminated by filtration of the incubated membrane preparations using Filtermat B (Pharmacia, Uppsala Sweden) and a Micro Cell Harvester (Skatron, Lier, Norway). The Filtermat B had been presoaked with 1% polyethylen imine and carefully washed with 0.05 M Tris/HCl-buffer pH=7.7 after the filtration to separate free and bound radioactivity. The filters were counted in a scintillation counter (Betaplate 1205, Berthold, Wildbad, Germany) in order to determine the specific binding of [3H]-Dofetilide.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5726011";"37";"BindingDB Patent Bioactivity Data";"";"2018";"None";"";"";"";"163.0"
"CHEMBL2017291";"";"None";"415.45";"0";"4.16";"EUB0000102c";"COc1cc2c(cc1-c1c(C)noc1C)ncc1[nH]c(=O)n([C@H](C)c3ccccn3)c12";"IC50";"'='";"10000.0";"nM";"5.00";"";"";"UO_0000065";"12.04";"0.22";"0.84";"5.06";"0";"CHEMBL5465594";"Selectivity interaction (BET inhibitor selectivity panel (Human blocker PatchXpress assay)) EUB0000102c KCNH2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5465560";"65";"EUbOPEN Chemogenomic Library Literature Data";"";"2024";"None";"Selectivity number of off-targets = 0.0 None | Selectivity number of targets = 42.0 None | Selectivity Remarks: In-vitro potency | Source Knowledge: https://pubmed.ncbi.nlm.nih.gov/21964340/";"";"";"10.0"
"CHEMBL3978935";"";"None";"526.55";"1";"4.19";"1";"C[C@@H]1CN(c2sc(C(F)(F)F)nc2-c2nc3ccccc3[nH]2)CCN1C(=O)Cn1cnc2cccnc21";"IC50";"'='";"1400.0";"nM";"5.85";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5130108";"Inhibition of hERG by Qpatch-clamp method";"T";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5126609";"1";"Scientific Literature";"J Med Chem";"2022";"None";"";"BLOCKER";"";"1.4"
"CHEMBL5183830";"";"None";"345.38";"0";"1.41";"12qS";"Fc1ccc(-c2nnn3c2CO[C@H]2CN(C4CCOCC4)C[C@@H]23)nc1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5097460";"Inhibition of hERG expressed in CHO cells at -80 mV holding potential by Whole-cell patch clamp analysis";"T";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5096172";"1";"Scientific Literature";"J Med Chem";"2021";"None";"";"";"";"10.0"
"CHEMBL5089365";"";"None";"489.58";"1";"5.55";"36";"CCC(=O)N(CC1(C2CCN(Cc3ccccc3)CC2)CCOCC1)c1cccc(C(F)(F)F)n1";"IC50";"'='";"4800.0";"nM";"5.32";"";"";"UO_0000065";"10.86";"0.21";"-0.23";"11.65";"0";"CHEMBL5033455";"Inhibition of hERG expressed in CHO cells by whole cell patch clamp assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5032513";"1";"Scientific Literature";"J Med Chem";"2021";"None";"";"INHIBITOR";"";"4.8"
"CHEMBL5191468";"";"None";"522.58";"2";"6.07";"1f";"O=C(NCCCNc1cc(-c2cn(-c3ccccc3)nc2-c2cccc(O)c2)ccn1)Nc1ccc(F)cc1";"IC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5117065";"Inhibition of hERG measured by fluorescence polarization assay";"T";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5113453";"1";"Scientific Literature";"Bioorg Med Chem";"2022";"None";"";"";"";"50000.0"
"CHEMBL5827028";"";"None";"375.46";"1";"5.18";"BDBM349544";"C[C@H](CCc1ccc(O)c(OC(C)(C)C)c1)N1Cc2c(F)ccc(F)c2C1";"IC50";"'='";"100000.0";"nM";"4.00";"";"886092";"UO_0000065";"10.65";"0.20";"-1.18";"12.23";"0";"CHEMBL5735005";"In Vitro Toxicity: Representative sigma-2 antagonists test compounds do not induce neuronal or glial toxicity with acute or chronic dosing in vitro. The sigma-2 receptor antagonists eliminate or reduce Abeta oligomer-induced changes in membrane trafficking. No significant effect of compounds on membrane trafficking occurs when dosed without oligomers. There is no toxicity relative to neuron number, glial number, nuclear size, nuclear morphology, neurite length, cytoskeletal morphology when tested up to 10 times the EC50 concentration for three days. See, e.g., WO2013/029060, Table 12, which is incorporated herein by reference.In vitro toxicity for Test Compounds is tested in a number of standard assays. Preferrably, testing in vitro tox studies reveals there is no genotoxicity at 10 μM (AMES, micronucleus, bacterial cytotox); HepG2 toxicity at 100-fold above affinity at sigma-2 receptor, in HepG2 tumor cell line; inhibition of CYP 450 enzymes 2D6, 3A4, and 2C19 at 10 μM; and hERG inhibition.";"B";"BAO_0000218";"organism-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5727612";"37";"BindingDB Patent Bioactivity Data";"";"2020";"None";"";"";"";"100000.0"
"CHEMBL5812901";"";"None";"409.40";"0";"4.72";"BDBM349540";"CC(C)(CCc1ccc(O)c(OC(F)(F)F)c1)N1Cc2cccc(C(=O)O)c2C1";"IC50";"'='";"49000.0";"nM";"4.31";"";"886080";"UO_0000065";"10.53";"0.20";"-0.41";"6.16";"0";"CHEMBL5735005";"In Vitro Toxicity: Representative sigma-2 antagonists test compounds do not induce neuronal or glial toxicity with acute or chronic dosing in vitro. The sigma-2 receptor antagonists eliminate or reduce Abeta oligomer-induced changes in membrane trafficking. No significant effect of compounds on membrane trafficking occurs when dosed without oligomers. There is no toxicity relative to neuron number, glial number, nuclear size, nuclear morphology, neurite length, cytoskeletal morphology when tested up to 10 times the EC50 concentration for three days. See, e.g., WO2013/029060, Table 12, which is incorporated herein by reference.In vitro toxicity for Test Compounds is tested in a number of standard assays. Preferrably, testing in vitro tox studies reveals there is no genotoxicity at 10 μM (AMES, micronucleus, bacterial cytotox); HepG2 toxicity at 100-fold above affinity at sigma-2 receptor, in HepG2 tumor cell line; inhibition of CYP 450 enzymes 2D6, 3A4, and 2C19 at 10 μM; and hERG inhibition.";"B";"BAO_0000218";"organism-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5727612";"37";"BindingDB Patent Bioactivity Data";"";"2020";"None";"";"";"";"49000.0"
"CHEMBL5994151";"";"None";"437.01";"0";"2.68";"BDBM601636";"CSC[C@H]1CN(C2CCN(c3nnc(N)[nH]3)CC2)[C@@H](Cc2ccc(Cl)cc2)CO1";"IC50";"'='";"62500.0";"nM";"4.20";"";"1273756";"UO_0000065";"9.62";"0.20";"1.52";"5.05";"0";"CHEMBL5739235";"ERG Channel Binding Assay: Fluorescence polarization assay based on the principle of fluorescence polarization where a red-shifted fluorescent tracer is displaced from the hERG channel by compounds that bind to the channel was used to establish the binding of the compounds to hERG channel. Briefly, the compounds in serial dilutions were incubated with a membrane fraction containing hERG channel protein and a high-affinity red fluorescent hERG channel ligand in black 384-well plate. The reaction was incubated for 4 h at room temperature followed by the measurement of the fluorescence polarization using Tecan Spark multimode plate reader at excitation wavelength of 535 nm and emission wavelength 590 nm. The IC50 values were calculated using GraphPad Prism.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5729686";"37";"BindingDB Patent Bioactivity Data";"";"2023";"None";"";"";"";"62500.0"
"CHEMBL5989149";"";"None";"491.43";"0";"2.87";"BDBM601639";"Nc1nnc(N2CCC(N3C[C@H](Cn4cc(Cl)cn4)OC[C@@H]3Cc3ccc(Cl)cc3)CC2)[nH]1";"IC50";"'='";"5500.0";"nM";"5.26";"";"1273765";"UO_0000065";"10.70";"0.22";"2.39";"5.20";"0";"CHEMBL5739235";"ERG Channel Binding Assay: Fluorescence polarization assay based on the principle of fluorescence polarization where a red-shifted fluorescent tracer is displaced from the hERG channel by compounds that bind to the channel was used to establish the binding of the compounds to hERG channel. Briefly, the compounds in serial dilutions were incubated with a membrane fraction containing hERG channel protein and a high-affinity red fluorescent hERG channel ligand in black 384-well plate. The reaction was incubated for 4 h at room temperature followed by the measurement of the fluorescence polarization using Tecan Spark multimode plate reader at excitation wavelength of 535 nm and emission wavelength 590 nm. The IC50 values were calculated using GraphPad Prism.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5729686";"37";"BindingDB Patent Bioactivity Data";"";"2023";"None";"";"";"";"5500.0"
"CHEMBL5979974";"";"None";"380.32";"1";"5.35";"BDBM349505";"COc1cc2c(cc1OC)CN([C@@H](C)CCc1ccc(Cl)c(Cl)c1)C2";"IC50";"'='";"660.0";"nM";"6.18";"";"885975";"UO_0000065";"16.25";"0.34";"0.83";"28.48";"0";"CHEMBL5735005";"In Vitro Toxicity: Representative sigma-2 antagonists test compounds do not induce neuronal or glial toxicity with acute or chronic dosing in vitro. The sigma-2 receptor antagonists eliminate or reduce Abeta oligomer-induced changes in membrane trafficking. No significant effect of compounds on membrane trafficking occurs when dosed without oligomers. There is no toxicity relative to neuron number, glial number, nuclear size, nuclear morphology, neurite length, cytoskeletal morphology when tested up to 10 times the EC50 concentration for three days. See, e.g., WO2013/029060, Table 12, which is incorporated herein by reference.In vitro toxicity for Test Compounds is tested in a number of standard assays. Preferrably, testing in vitro tox studies reveals there is no genotoxicity at 10 μM (AMES, micronucleus, bacterial cytotox); HepG2 toxicity at 100-fold above affinity at sigma-2 receptor, in HepG2 tumor cell line; inhibition of CYP 450 enzymes 2D6, 3A4, and 2C19 at 10 μM; and hERG inhibition.";"B";"BAO_0000218";"organism-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5727612";"37";"BindingDB Patent Bioactivity Data";"";"2020";"None";"";"";"";"660.0"
"CHEMBL6002762";"";"None";"369.36";"0";"4.77";"BDBM349516";"C[C@H](CCc1ccc(O)c(OC(F)(F)F)c1)N1Cc2ccc(F)cc2C1";"IC50";"'='";"1900.0";"nM";"5.72";"";"886008";"UO_0000065";"15.49";"0.30";"0.95";"17.50";"0";"CHEMBL5735005";"In Vitro Toxicity: Representative sigma-2 antagonists test compounds do not induce neuronal or glial toxicity with acute or chronic dosing in vitro. The sigma-2 receptor antagonists eliminate or reduce Abeta oligomer-induced changes in membrane trafficking. No significant effect of compounds on membrane trafficking occurs when dosed without oligomers. There is no toxicity relative to neuron number, glial number, nuclear size, nuclear morphology, neurite length, cytoskeletal morphology when tested up to 10 times the EC50 concentration for three days. See, e.g., WO2013/029060, Table 12, which is incorporated herein by reference.In vitro toxicity for Test Compounds is tested in a number of standard assays. Preferrably, testing in vitro tox studies reveals there is no genotoxicity at 10 μM (AMES, micronucleus, bacterial cytotox); HepG2 toxicity at 100-fold above affinity at sigma-2 receptor, in HepG2 tumor cell line; inhibition of CYP 450 enzymes 2D6, 3A4, and 2C19 at 10 μM; and hERG inhibition.";"B";"BAO_0000218";"organism-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5727612";"37";"BindingDB Patent Bioactivity Data";"";"2020";"None";"";"";"";"1900.0"
"CHEMBL5197250";"";"None";"431.50";"0";"2.38";"15";"Cc1cc2ncccc2cc1Nc1ncc2c(n1)n([C@H]1CCN(C3COC3)C1)c(=O)n2C";"IC50";"'>'";"38000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5142864";"Inhibition of hERG expressed in CHO cells by electrophysiological assay based automated patch clamp method";"T";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5137107";"1";"Scientific Literature";"ACS Med Chem Lett";"2022";"None";"";"";"";"38.0"
"CHEMBL4777282";"";"None";"408.41";"0";"3.53";"19";"FC(F)Oc1ccc(-c2nnc3cncc(OCCC45C6C7C8C6C4C8C75)n23)cc1";"IC50";"'='";"4260.0";"nM";"5.37";"";"";"UO_0000065";"13.15";"0.24";"1.84";"8.73";"0";"CHEMBL4701061";"Inhibition of human ERG";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4699450";"1";"Scientific Literature";"J Med Chem";"2020";"None";"";"INHIBITOR";"";"4.26"
"CHEMBL5752966";"";"None";"399.49";"0";"3.52";"BDBM349531";"COc1cc(CCC(C)(C)N2Cc3cc4c(cc3C2)OCO4)ccc1OCCO";"IC50";"'='";"130.0";"nM";"6.89";"";"886053";"UO_0000065";"17.24";"0.32";"3.37";"11.40";"0";"CHEMBL5735005";"In Vitro Toxicity: Representative sigma-2 antagonists test compounds do not induce neuronal or glial toxicity with acute or chronic dosing in vitro. The sigma-2 receptor antagonists eliminate or reduce Abeta oligomer-induced changes in membrane trafficking. No significant effect of compounds on membrane trafficking occurs when dosed without oligomers. There is no toxicity relative to neuron number, glial number, nuclear size, nuclear morphology, neurite length, cytoskeletal morphology when tested up to 10 times the EC50 concentration for three days. See, e.g., WO2013/029060, Table 12, which is incorporated herein by reference.In vitro toxicity for Test Compounds is tested in a number of standard assays. Preferrably, testing in vitro tox studies reveals there is no genotoxicity at 10 μM (AMES, micronucleus, bacterial cytotox); HepG2 toxicity at 100-fold above affinity at sigma-2 receptor, in HepG2 tumor cell line; inhibition of CYP 450 enzymes 2D6, 3A4, and 2C19 at 10 μM; and hERG inhibition.";"B";"BAO_0000218";"organism-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5727612";"37";"BindingDB Patent Bioactivity Data";"";"2020";"None";"";"";"";"130.0"
"CHEMBL5172094";"";"None";"507.51";"2";"1.06";"10";"COc1cnc2ccc(=O)n(CCN[C@H]3CC[C@H]4[C@H](C3)OC(=O)N4c3ccc4c(n3)NC(=O)CO4)c2n1";"IC50";"'='";"9000.0";"nM";"5.05";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5146134";"Inhibition of human ERG by Ionworks electrophysiology assay";"T";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5143607";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2022";"None";"";"INHIBITOR";"";"9.0"
"CHEMBL4110224";"";"None";"376.39";"0";"2.60";"BDBM242754";"Cc1nsc(-c2nnc3n2CCN(C(=O)c2ccc(F)cc2F)[C@@H]3C)n1";"IC50";"'='";"70000.0";"nM";"4.16";"";"980696";"UO_0000065";"11.04";"0.22";"1.55";"5.41";"1";"CHEMBL5736066";"hERG Inhibition Assay: The human ether-a-go-go related gene (hERG) encodes the inward rectifying voltage gated potassium channel in the heart (Igr) which is involved in cardiac repolarisation. IK r current inhibition has been shown to elongate the cardiac action potential, a phenomenon associated with increased risk of arrhythmia. IK r current inhibition accounts for the vast majority of known cases of drug-induced QT-prolongation. A number of drugs have been withdrawn from late stage clinical trials due to these cardiotoxic effects, therefore it is important to identify inhibitors early in drug discovery.The hERG inhibition study aims at quantifying the in vitro effects of compounds of the invention on the potassium-selective IK r current generated in normoxic conditions in stably transfected HEK 293 cells with the human ether-a-go-go-related gene (hERG).Whole-cell currents (acquisition by manual patch-clamp) elicited during a voltage pulse were recorded in baseline conditions and following application of tested compounds (5 minutes of exposure). The concentrations of tested compounds (0.3 μM; 3 μM; 10 μM; 30 μM) reflect a range believed to exceed the concentrations at expected efficacy doses in preclinical models.The pulses protocol applied is described as follow: the holding potential (every 3 seconds) was stepped from −80 mV to a maximum value of +40 mV, starting with −40 mV, in eight increments of +10 mV, for a period of 1 second. The membrane potential was then returned to −55 mV, after each of these incremented steps, for 1 second and finally repolarized to −80 mV for 1 second.The current density recorded were normalized against the baseline conditions and corrected for solvent effect and time-dependent current run-down using experimental design in test compound free conditions.Inhibition curves were obtained for compounds and the concentrations which decreased 50% of the current density determined in the baseline conditions (IC50) were determined. All compounds for which the IC50 value is above 10 μM are not considered to be potent inhibitors of the hERG channel whereas compounds with IC50 values below 1 μM are considered potent hERG channel inhibitors.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5728113";"37";"BindingDB Patent Bioactivity Data";"";"2020";"None";"";"";"";"70000.0"
"CHEMBL5746422";"";"None";"399.51";"0";"4.39";"BDBM470082";"Cc1nc[nH]c1CN1CCC2(CC1)COC1c3cc(F)ccc3OC(C)(C)C1C2";"IC50";"'='";"1500.0";"nM";"5.82";"";"971756";"UO_0000065";"14.58";"0.27";"1.43";"11.56";"0";"CHEMBL5735953";"Test for Evaluating hERG Inhibition: To a cultured CHO cell strain which stably expresses hERG was added each test compound to adjust the final concentration of DMSO to 0.0135 to 0.5%. The hERG current was measured with QPatch HT (Sophion Inc.), and the concentration at which 50% of the hERG current was inhibited by each test compound (IC50 value; μM) was calculated.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5728060";"37";"BindingDB Patent Bioactivity Data";"";"2020";"None";"";"";"";"1500.0"
"CHEMBL4435170";"DEUCRAVACITINIB";"4.0";"425.47";"0";"1.73";"EUB0001543a";"[2H]C([2H])([2H])NC(=O)c1nnc(NC(=O)C2CC2)cc1Nc1cccc(-c2ncn(C)n2)c1OC";"IC50";"'>'";"80000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5479512";"Selectivity interaction (Flux assay) EUB0001543a KCNH2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5465560";"65";"EUbOPEN Chemogenomic Library Literature Data";"";"2024";"None";"Selectivity Remarks: Cellular potency (phenotypic) | Source Knowledge: https://pubs.acs.org/doi/10.1021/acs.jmedchem.9b00444";"";"";"80.0"
