"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL5924498";"";"None";"459.59";"0";"2.84";"BDBM307520";"CCC[C@@H](CCO)Nc1nc(N)nc(C)c1Cc1ccc(CN(CC)CC(=O)O)cc1OC";"IC50";"'>'";"33000.0";"nM";"";"";"879203";"UO_0000065";"";"";"";"";"0";"CHEMBL5734918";"hERG Analysis-Method 1: Cell CultureThe hERG-expressing Chinese hamster ovary K1 (CHO) cells described by (Persson, Carlsson, Duker, & Jacobson, 2005) were grown to semi-confluence at 37° C. in a humidified environment (5% CO2) in F-12 Ham medium containing L-glutamine, 10% foetal calf serum (FCS) and 0.6 mg/mL hygromycin (all available from Sigma-Aldrich). Prior to use, the monolayer was washed using a pre-warmed (37° C.) 3 mL aliquot of Versene 1:5,000 (Invitrogen) After aspiration of this solution the flask was incubated at 37° C. in an incubator with a further 2 mL of Versene 1:5,000 for a period of 6 minutes. Cells were then detached from the bottom of the flask by gentle tapping and 10 mL of Dulbecco's Phosphate-Buffered Saline containing calcium (0.9 mM) and magnesium (0.5 mM) (PBS; Invitrogen) was then added to the flask and aspirated into a 15 mL centrifuge tube prior to centrifugation (50 g, for 4 mins). The resulting supernatant was discarded and the pellet gently re-suspended in 3 mL of PBS. A 0.5 mL aliquot of cell suspension was removed and the number of viable cells (based on trypan blue exclusion) was determined in an automated reader (Cedex; Innovatis) so that the cell re-suspension volume can be adjusted with PBS to give the desired final cell concentration. It is the cell concentration at this point in the assay that is quoted when referring to this parameter. CHO-Kv1.5 cells, which were used to adjust the voltage offset on IONWORKS HT, were maintained and prepared for use in the same way.ElectrophysiologyThe principles and operation of this device have been described by (Schroeder, Neagle, Trezise, & Worley, 2003). Briefly, the technology is based on a 384-well plate (PATCHPLATE) in which a recording was attempted in each well by using suction to position and hold a cell on a small hole separating two isolated fluid chambers. Once sealing had taken place, the solution on the underside of the PATCHPLATE was changed to one containing amphotericin B. This permeablises the patch of cell membrane covering the hole in each well and, in effect, allowed a perforated, whole-cell patch clamp recording to be made.A β-test IONWORKS HT from Essen Instrument was used. There is no capability to warm solutions in this device hence it is operated at r.t. (21° C.), as follows. The reservoir in the Buffer position was loaded with 4 mL of PBS and that in the Cells position with the CHO-hERG cell suspension described above. A 96-well plate (V-bottom, Greiner Bio-one) containing the compounds to be tested (at 3-fold above their final test concentration) was placed in the Plate 1 position and a PATCHPLATE was clamped into the PATCHPLATE station. Each compound plate was laid-out in 12 columns to enable ten, 8-point concentration-effect curves to be constructed; the remaining two columns on the plate were taken up with vehicle (final concentration 0.33% DMSO), to define the assay baseline, and a supra-maximal blocking concentration of cisapride (final concentration 10 μM) to define the 100% inhibition level. The fluidics-head (F-Head) of IONWORKS HT then added 3.5 μL of PBS to each well of the PATCHPLATE and its underside was perfused with internal solution that had the following composition (in mM): K-Gluconate (100 parts), KCl (40 parts), MgCl2 (3.2 parts), EGTA (3 parts) and HEPES (5 parts, pH 7.25-7.30 using 10M KOH) After priming and de-bubbling, the electronics-head (E-head) then moved around the PATCHPLATE performing a hole test (i.e. applying a voltage pulse to determine whether the hole in each well is open). The F-head then dispensed 3.5 μL of the cell suspension described above into each well of the PATCHPLATE and the cells were given 200 seconds to reach and seal to the hole in each well. Following this, the E-head moved around the PATCHPLATE to determine the seal resistance obtained in each well.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5727565";"37";"BindingDB Patent Bioactivity Data";"";"2020";"None";"";"";"";"33000.0"
"CHEMBL1813470";"";"None";"265.40";"0";"4.21";"23d, enantiomer";"CN1C[C@H]2CCCC[C@@]2(c2ccc3ccccc3c2)C1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL1816746";"Inhibition of human ERG expressed in CHO cells by high throughput single cell planar patch clamp method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1811752";"1";"Scientific Literature";"J Med Chem";"2011";"CHEMBL3308072";"";"";"";""
"CHEMBL402011";"";"None";"467.53";"0";"4.02";"2";"C[C@@H](Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc4ccccn4)c3)c12)C(=O)N(C)C";"IC50";"'='";"25000.0";"nM";"4.60";"";"";"UO_0000065";"9.84";"0.18";"0.58";"4.69";"0";"CHEMBL928906";"Inhibition of human ERG";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141539";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";"";"25.0"
"CHEMBL404646";"";"None";"568.67";"2";"6.24";"(-)-39";"COc1cccc(-c2nc(CCOc3cccc(C[C@@H]4C(=O)N(c5ccc(C(C)(C)C)cc5)[C@@H]4C(=O)O)c3)c(C)o2)c1";"IC50";"'='";"2100.0";"nM";"5.68";"";"";"UO_0000065";"9.98";"0.18";"-0.56";"5.56";"0";"CHEMBL933193";"Inhibition of human ERG by FLIPR assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142250";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";"";"2.1"
"CHEMBL272963";"";"None";"538.64";"2";"6.23";"(+)-36";"Cc1oc(-c2ccccc2)nc1CCOc1cccc(C[C@H]2C(=O)N(c3ccc(C(C)(C)C)cc3)[C@H]2C(=O)O)c1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL933193";"Inhibition of human ERG by FLIPR assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142250";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";"";""
"CHEMBL1215755";"";"None";"469.56";"0";"4.69";"(+/-)-4d";"CN(C)CCN(C)C(=O)c1ccc(C2=NN(c3ccc(C#N)cc3)C(c3ccc(F)cc3)C2)cc1";"IC50";"'='";"170.0";"nM";"6.77";"";"";"UO_0000065";"14.42";"0.26";"2.08";"10.76";"0";"CHEMBL1219663";"Displacement of [3H]dofetilide from human ERG at 10 uM";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1212897";"1";"Scientific Literature";"J Med Chem";"2010";"None";"";"";"";"170.0"
"CHEMBL402826";"";"None";"526.71";"2";"6.02";"28";"CCCc1nc2cc3c(cc2o1)CCN(CCCSc1nnc(-c2cccc4nc(C)ccc24)n1C)CC3";"IC50";"'='";"630.96";"nM";"6.20";"";"";"UO_0000065";"11.77";"0.22";"0.18";"8.51";"0";"CHEMBL948183";"Displacement of [3H]Dofetilide from human ERG";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142271";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";"";"6.2"
"CHEMBL255618";"";"None";"645.55";"2";"7.23";"79";"Cc1ccc2c(-c3nnc(SCCC(C)N4CCc5cc6nc(C(F)(F)F)oc6c(Br)c5CC4)n3C)cccc2n1";"IC50";"'='";"1995.26";"nM";"5.70";"";"";"UO_0000065";"8.83";"0.19";"-1.53";"7.82";"0";"CHEMBL948183";"Displacement of [3H]Dofetilide from human ERG";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142271";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";"";"5.7"
"CHEMBL273165";"";"None";"591.58";"2";"6.52";"77";"Cc1ccc2c(-c3nnc(SCCC(C)N4CCc5cc6nc(C)oc6c(Br)c5CC4)n3C)cccc2n1";"IC50";"'='";"10000.0";"nM";"5.00";"";"";"UO_0000065";"8.45";"0.18";"-1.52";"6.86";"0";"CHEMBL948183";"Displacement of [3H]Dofetilide from human ERG";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142271";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";"";"5.0"
"CHEMBL256650";"";"None";"484.63";"0";"4.98";"67";"Cc1ccc2c(-c3nnc(SCCN4CCc5cc6nc(C)oc6cc5CC4)n3C)cccc2n1";"IC50";"'='";"50118.72";"nM";"4.30";"";"";"UO_0000065";"8.87";"0.17";"-0.68";"5.90";"0";"CHEMBL948183";"Displacement of [3H]Dofetilide from human ERG";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142271";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";"";"4.3"
"CHEMBL255778";"";"None";"591.58";"2";"6.39";"55";"CCc1nc2cc3c(c(Br)c2o1)CCN(CCCSc1nnc(-c2cccc4nc(C)ccc24)n1C)CC3";"IC50";"'='";"1258.93";"nM";"5.90";"";"";"UO_0000065";"9.97";"0.21";"-0.49";"8.10";"0";"CHEMBL948183";"Displacement of [3H]Dofetilide from human ERG";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142271";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";"";"5.9"
"CHEMBL256477";"";"None";"525.73";"2";"5.37";"90";"CCc1nn(C)c2cc3c(cc12)CCN(CCCSc1nnc(-c2cccc4nc(C)ccc24)n1C)CC3";"IC50";"'='";"1000.0";"nM";"6.00";"";"";"UO_0000065";"11.41";"0.22";"0.63";"9.28";"0";"CHEMBL948183";"Displacement of [3H]Dofetilide from human ERG";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142271";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";"";"6.0"
"CHEMBL270853";"";"None";"526.71";"1";"4.90";"86";"Cc1ccc2c(-c3nnc(SCCCCN4CCc5cc6c(cc5CC4)C(=O)N(C)C6)n3C)cccc2n1";"IC50";"'='";"31622.78";"nM";"4.50";"";"";"UO_0000065";"8.54";"0.16";"-0.40";"6.70";"0";"CHEMBL948183";"Displacement of [3H]Dofetilide from human ERG";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142271";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";"";"4.5"
"CHEMBL2425893";"";"None";"437.93";"0";"2.21";"11m";"CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2ccc3ccc(Cl)cc3n2)c1=O";"IC50";"'='";"100000.0";"nM";"4.00";"";"";"UO_0000065";"9.13";"0.18";"1.79";"4.64";"0";"CHEMBL2429187";"Inhibition of human ERG";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2424575";"1";"Scientific Literature";"Eur J Med Chem";"2013";"None";"";"";"";"100.0"
"CHEMBL1802911";"";"None";"421.48";"0";"2.51";"76";"Cn1cc(-c2cnc3ccc4ccc(NS(=O)(=O)N5CCC5)cc4c(=O)c3c2)cn1";"IC50";"'>'";"30000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1803706";"Inhibition of Kv11.1 channel";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1800066";"1";"Scientific Literature";"J Med Chem";"2011";"None";"";"";"";"30.0"
"CHEMBL1083646";"(2R)-N-(6-(4-CHLOROPHENYL)-7-(2,4-DICHLOROPHENYL)-2,2-DIMETHYL-3,4-DIHYDRO-2H-PYRANO[2,3-B]PYRIDIN-4-YL)-2-HYDROXYPROPANAMIDE (ENANTIOMERIC MIX)";"None";"505.83";"2";"6.48";"13k, Enantiomer 1";"C[C@@H](O)C(=O)NC1CC(C)(C)Oc2nc(-c3ccc(Cl)cc3Cl)c(-c3ccc(Cl)cc3)cc21";"IC50";"'='";"120.0";"nM";"6.92";"";"";"UO_0000065";"13.68";"0.29";"0.44";"9.69";"0";"CHEMBL1120225";"Inhibition of human ERG";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1158602";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";"";"";"";"120.0"
"CHEMBL2424933";"";"None";"467.50";"0";"1.16";"15";"O=c1cnc2ccc(F)c3c2n1C[C@@]3(O)CN1CCC(NCc2cc3c(cn2)OCCO3)CC1";"IC50";"'='";"101000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2427861";"Inhibition of human ERG by patch clamp assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2424589";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"None";"";"";"";"101.0"
"CHEMBL2420704";"";"None";"338.39";"0";"2.95";"6";"Cn1cc(-c2ccnc(C3COCCN3)c2)c(-c2ccc(F)cc2)n1";"IC50";"'='";"25900.0";"nM";"4.59";"";"";"UO_0000065";"13.55";"0.25";"1.64";"8.83";"0";"CHEMBL2424274";"Displacement of [3H]dofetilide from human ERG channel";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2417378";"1";"Scientific Literature";"J Med Chem";"2013";"None";"";"";"";"25.9"
"CHEMBL2420703";"";"None";"324.36";"0";"2.77";"5";"Cn1cc(-c2ccnc3c2OCCNC3)c(-c2ccc(F)cc2)n1";"IC50";"'>'";"79600.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2424274";"Displacement of [3H]dofetilide from human ERG channel";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2417378";"1";"Scientific Literature";"J Med Chem";"2013";"None";"";"";"";"79.6"
"CHEMBL2420703";"";"None";"324.36";"0";"2.77";"5";"Cn1cc(-c2ccnc3c2OCCNC3)c(-c2ccc(F)cc2)n1";"IC50";"'='";"25700.0";"nM";"4.59";"";"";"UO_0000065";"14.15";"0.26";"1.82";"8.83";"0";"CHEMBL2424465";"Inhibition of human ERG channel by electrophysiological method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2417378";"1";"Scientific Literature";"J Med Chem";"2013";"None";"";"";"";"25.7"
"CHEMBL2420702";"";"None";"296.35";"0";"3.01";"4";"CNCc1cc(-c2cn(C)nc2-c2ccc(F)cc2)ccn1";"IC50";"'='";"3990.0";"nM";"5.40";"";"";"UO_0000065";"18.22";"0.34";"2.39";"12.63";"0";"CHEMBL2424465";"Inhibition of human ERG channel by electrophysiological method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2417378";"1";"Scientific Literature";"J Med Chem";"2013";"None";"";"";"";"3.99"
"CHEMBL2420700";"";"None";"253.28";"0";"3.29";"2";"Cn1cc(-c2ccncc2)c(-c2ccc(F)cc2)n1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2424465";"Inhibition of human ERG channel by electrophysiological method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2417378";"1";"Scientific Literature";"J Med Chem";"2013";"None";"";"";"";"100.0"
"CHEMBL2426288";"";"None";"477.96";"0";"4.25";"15";"COc1ccc(NC(=O)/C=C/CN(C)C)cc1Nc1ncc(Cl)c(-c2cnn3ccccc23)n1";"IC50";"'='";"4200.0";"nM";"5.38";"";"";"UO_0000065";"11.25";"0.22";"1.13";"5.56";"0";"CHEMBL2427694";"Inhibition of human ERG";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2424560";"1";"Scientific Literature";"J Med Chem";"2013";"None";"";"";"";"4.2"
"CHEMBL2425061";"";"None";"390.41";"0";"2.94";"23j";"N[C@H]1C[C@@H](N2Cc3cnc(C4CC4)nc3C2)CO[C@@H]1c1cc(F)c(F)cc1F";"IC50";"'>'";"30000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2429418";"Inhibition of human ERG channel";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2424528";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"None";"";"";"";"30.0"
"CHEMBL1222969";"";"None";"610.88";"2";"7.64";"17c";"FC(F)(F)C1(c2nnc(-c3nn(-c4ccc(Cl)cc4Cl)c(-c4ccc(Cl)cc4)c3Cn3cncn3)s2)CCC1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1227232";"Inhibition of human ERG at holding potential of -80 mV to +40 mV";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1221281";"1";"Scientific Literature";"Bioorg Med Chem";"2010";"None";"";"";"";"10.0"
"CHEMBL1223259";"";"None";"554.91";"2";"6.41";"17s";"CC(C)(C)c1nnc(-c2nn(-c3ccccc3Cl)c(-c3ccc(Br)cc3)c2Cn2cncn2)s1";"IC50";"'='";"10500.0";"nM";"4.98";"";"";"UO_0000065";"8.97";"0.20";"-1.43";"6.70";"0";"CHEMBL1227232";"Inhibition of human ERG at holding potential of -80 mV to +40 mV";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1221281";"1";"Scientific Literature";"Bioorg Med Chem";"2010";"None";"";"";"";"10.5"
"CHEMBL2424936";"";"None";"483.50";"0";"0.39";"18";"O=c1ccc2ncc(F)c3c2n1C[C@@]3(O)CN1CCO[C@@H](CNCc2cc3c(cn2)OCCO3)C1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL2427861";"Inhibition of human ERG by patch clamp assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2424589";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"None";"";"";"";""
"CHEMBL245379";"";"None";"443.97";"0";"2.99";"21";"C[C@@H](C1CCC(N(C)C(=O)c2cccc(F)c2)CC1)[C@H](N)C(=O)N1CC[C@H](F)C1.Cl";"IC50";"'='";"78000.0";"nM";"4.11";"";"";"UO_0000065";"10.08";"0.19";"1.12";"6.16";"0";"CHEMBL887127";"Inhibition of cardiac hERG";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139199";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";"";"78.0"
"CHEMBL55";"PENTAMIDINE";"4.0";"340.43";"0";"2.88";"PENTAMIDINE";"N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1";"IC50";"'='";"15721.5";"nM";"4.80";"";"";"UO_0000065";"14.11";"0.26";"1.92";"4.06";"0";"CHEMBL1909190";"DRUGMATRIX: Potassium Channel HERG radioligand binding (ligand: [3H] Astemizole)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"HEK293";"Membrane";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307715";"";"";"";"15.7215"
"CHEMBL648";"CYCLIZINE";"4.0";"266.39";"0";"3.02";"CYCLIZINE";"CN1CCN(C(c2ccccc2)c2ccccc2)CC1";"IC50";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909190";"DRUGMATRIX: Potassium Channel HERG radioligand binding (ligand: [3H] Astemizole)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"HEK293";"Membrane";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307715";"";"";"Not Active";""
"CHEMBL3310484";"";"None";"323.77";"0";"4.35";"2as";"Fc1cc(C(CC2CNC2)Oc2ccccc2F)ccc1Cl";"IC50";"'='";"1410.0";"nM";"5.85";"";"";"UO_0000065";"18.07";"0.36";"1.50";"27.52";"0";"CHEMBL3363907";"Inhibition of human ERG expressed in CHO-K1 cells by patch-clamp electrophysiology method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3352322";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"CHEMBL3307512";"";"";"";"1.41"
"CHEMBL1290165";"";"None";"513.69";"1";"4.03";"13d";"CC(C)S(=O)(=O)N[C@H]1CN(c2ccccc2)C[C@@H]1c1ccc(-c2cccc(NS(C)(=O)=O)c2)cc1";"IC50";"'='";"1300.0";"nM";"5.89";"";"";"UO_0000065";"11.46";"0.23";"1.86";"6.16";"0";"CHEMBL1291783";"Displacement of [3H]-dofetilide from human hERG";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1287696";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";"";"";"";"1.3"
"CHEMBL1290392";"";"None";"436.60";"0";"2.48";"15";"CC(C)S(=O)(=O)N[C@H]1CN(C)C[C@@H]1c1ccc(-c2cccc(S(C)(=O)=O)c2)cc1";"IC50";"'>'";"63000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1291783";"Displacement of [3H]-dofetilide from human hERG";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1287696";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";"";"";"";"63.0"
"CHEMBL1289179";"";"None";"364.54";"0";"3.14";"23";"CC(C)S(=O)(=O)N[C@H]1CN(C)C[C@@H]1c1ccc(-c2cccs2)cc1";"IC50";"'>'";"63000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1291783";"Displacement of [3H]-dofetilide from human hERG";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1287696";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";"";"";"";"63.0"
