"SMARTS","property","name"
"[#6][CX3](=[OX1])n1nnc2ccccc12","Reactive, unstable, toxic","Acylbenzotriazoles"
"[CX3](=[OX1])[OX2][CX3](=[OX1])","Reactive, unstable, toxic","Anhydrides and mixed anhydrides"
"[Pv5X4](=[OX1])([F,Cl,Br,I])([#6])[#6]","Reactive, unstable, toxic","Phosphorus halogen derivatives (1)"
"[Pv5X4](=[OX1])([F,Cl,Br,I])([#8])[#6]","Reactive, unstable, toxic","Phosphorus halogen derivatives (2)"
"[Pv5X4](=[OX1])([F,Cl,Br,I])([#8])[#8]","Reactive, unstable, toxic","Phosphorus halogen derivatives (3)"
"[Pv5X4](=[OX1])([F,Cl,Br,I])([#7])[#6]","Reactive, unstable, toxic","Phosphorus halogen derivatives (4)"
"[Pv5X4]([F,Cl,Br,I])([#6])([#6])=[SX1]","Reactive, unstable, toxic","Phosphorus halogen derivatives (5)"
"[Pv5X4]([#8])([#6])([F,Cl,Br,I])(=[SX1])","Reactive, unstable, toxic","Phosphorus halogen derivatives (6)"
"[Pv5X4](=[SX1])([F,Cl,Br,I])([#16])[#6]","Reactive, unstable, toxic","Phosphorus halogen derivatives (7)"
"[Pv5X4]([!#1])([!#1])([!#1])=[NX2]","Reactive, unstable, toxic","Phosphorus V derivatives"
"[NX2]=[CX2]=[OX1]","Reactive, unstable, toxic","Isocyanates"
"[NX2]=[CX2]=[SX1]","Reactive, unstable, toxic","Isothiocyanates"
"[#6][NX2]=[CX2]=[NX2][#6]","Reactive, unstable, toxic","Carbodiimides"
"[SX2][CX2]#[NX1]","Reactive, unstable, toxic","Thiocyanates"
"[#6][Sv6X4](=[OX1])(=[OX1])[F,Cl,Br,I]","Reactive, unstable, toxic","Sulfonylhalides"
"[#6][Sv6X4](=[OX1])(=[OX1])[OX2][Sv6X4](=[OX1])(=[OX1])[#6]","Reactive, unstable, toxic","Sulfonylanhydrides"
"[#6][Sv6X4](=[OX1])(=[OX1])[OX2][CX4]","Reactive, unstable, toxic","Alkylsulfonates"
"[#6,#1][OX2,OH1][Sv6X4](=[OX1])(=[OX1])[OX2][CX4]","Reactive, unstable, toxic","Alkylsulfates"
"[Pv3X3]([#8])([#8])[#8]","Reactive, unstable, toxic","All types of 3-valent phosphorus and similar (1)"
"[Pv3X3]([#8])([#8])[F,Cl,Br,I]","Reactive, unstable, toxic","All types of 3-valent phosphorus and similar (2)"
"[Pv3X3]([#8])([#6])[F,Cl,Br,I]","Reactive, unstable, toxic","All types of 3-valent phosphorus and similar (3)"
"[Pv3X3]([#6])([#6])[F,Cl,Br,I]","Reactive, unstable, toxic","All types of 3-valent phosphorus and similar (4)"
"[Pv3X3]([#6])([#6])([#6])","Reactive, unstable, toxic","All types of 3-valent phosphorus and similar (5)"
"[Pv3X3]([#8])([#7])[F,Cl,Br,I]","Reactive, unstable, toxic","All types of 3-valent phosphorus and similar (6)"
"[Pv3X3]([#7])([#7])[F,Cl,Br,I]","Reactive, unstable, toxic","All types of 3-valent phosphorus and similar (7)"
"[#16][Pv3X3]([#6])[F,Cl,Br,I]","Reactive, unstable, toxic","All types of 3-valent phosphorus and similar (8)"
"[Pv3X3]([#7])([#7])[#7]","Reactive, unstable, toxic","All types of 3-valent phosphorus and similar (9)"
"[PX4+]([#6])([#6])([#6])([#6])","Reactive, unstable, toxic","All types of 3-valent phosphorus and similar (10)"
"[CX3]([#6])([F,Cl,Br])=[NX2][#8]","Reactive, unstable, toxic","Hydroxamic acid haloanhydrides"
"[#6][CX3](=[SX1])[F,Cl,Br,I]","Reactive, unstable, toxic","Halothioanhydrides"
"[#8][CX3](=[OX1])[F,Cl,Br,I]","Reactive, unstable, toxic","Halocarbonates"
"[#7][CX3](=[OX1])[F,Cl,Br,I]","Reactive, unstable, toxic","Halocarbamates"
"[#6][$([NX2+]#[CX1-]),$([NX2]#[CX1])]","Reactive, unstable, toxic","Isocyanides"
"[$([NX2]=[NX2+]=[NX1-]),$(N=[NX2+]=N),$([NX2-]-[NX2+]#[NX1])]","Reactive, unstable, toxic","Azides"
"[#6,#1][CX3](=[SX1])[OX2][#6]","Reactive, unstable, toxic","Thione esters"
"[#6,#1][CX3](=[OX1])[SX2][#6]","Reactive, unstable, toxic","Acylsulfides"
"[#6][CX3](=[SX1])[#6]","Reactive, unstable, toxic","Thiones"
"[#6][CX3](=[SX1])[#7]","Reactive, unstable, toxic","Thioamides"
"[OX2][OX2]","Reactive, unstable, toxic","Peroxides"
"[SX2!R][SX2!R]","Reactive, unstable, toxic","Acyclic disulfides and polysulfides"
"[#6][NX2]=[OX1]","Reactive, unstable, toxic","Nitroso"
"[#6][OX2][$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])]","Reactive, unstable, toxic","Nitrates"
"[#7][$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])]","Reactive, unstable, toxic","N-Nitro"
"[#7][NX2]=[OX1]","Reactive, unstable, toxic","N-Nitroso"
"[#6][NX2]=[NX2][#6]","Reactive, unstable, toxic","Azo"
"[#6][$([NX2]=[NX3+]([O-])[#6]),$([NX2]=[NX3](=[OX1])[#6])]","Reactive, unstable, toxic","Azoxy"
"[$([#6][NX3+]([OX1-])=[NX3+]([OX1-])[#6]),$([#6][NX3](=[OX1])=[NX3](=[OX1])[#6])]","Reactive, unstable, toxic","Nitroso dimers"
"[#6][NX3][F,Cl,Br]","Reactive, unstable, toxic","Haloamines"
"[#6][Sv2X2][F,Cl,Br,I]","Reactive, unstable, toxic","Sulfenyl halides"
"[#6][Sv4X3](=[OX1])[F,Cl,Br,I]","Reactive, unstable, toxic","Sulfinyl halides"
"[$([NX2+]#[NX1]),$([NX2]#N)]","Reactive, unstable, toxic","Diazonium salts"
"[CX3](=[#7])([#7])[Cl,Br,I]","Reactive, unstable, toxic","Cyclic and linear haloamidines"
"[#6,#1][CX3]([H])=[OX1]","Reactive, unstable, toxic","Aldehydes"
"[#6][CX3]=[NX2][#6]","Reactive, unstable, toxic","Aldimines and ketimines"
"[#6][NX3;!$([NX3](=[OX1])=[OX1]);!$([NX3+](=[OX1])[O-])][NX3;!$([NX3](=[OX1])=[OX1]);!$([NX3+](=[OX1])[O-])]","Reactive, unstable, toxic","Hydrazines"
"[CX3]=[NX2][NX3][#6]","Reactive, unstable, toxic","Hydrazones and similar"
"[OH1][NX3][#6]","Reactive, unstable, toxic","Hydroxylamines"
"[$([OX1-,OH1][#7X4+]([*])([*])([*])),$([OX1]=[#7X4v5]([*])([*])([*])),$([OX1]=[Nv5X3&!$([Nv5X3](=[OX1])=[OX1])](=[*])([*])),$([OX1-,OH1][#7X3+R](~[R])(~[R])),$([OX1]=[#7v5X3R](~[R])(~[R]))]","Reactive, unstable, toxic","N-Oxides"
"N[CX4]N","Reactive, unstable, toxic","Aminals"
"[NX4+]([#6])([#6])([#6])([#6])","Reactive, unstable, toxic","Ammonium salts"
"[SX3+]([#6])([#6])([#6])","Reactive, unstable, toxic","Sulfonium salts"
"[#6][CX3](=[OX1])[CX4][Cl,Br,I]","Reactive, unstable, toxic","?-Haloketones and similar"
"[NX3][CX4][CX4][Cl,Br,I]","Reactive, unstable, toxic","?-Haloamines"
"[Sv2X2][CX4][CX4][Cl,Br,I]","Reactive, unstable, toxic","?-Halosulfides"
"[CX3](=[OX1])([#8])[CX3]=[CX3]","Reactive, unstable, toxic","Acrylates and similar"
"[CX3](=[OX1])([#7])[CX3]=[CX3]","Reactive, unstable, toxic","Acrylamides"
"[CX3](=[OX1])([#6])[CX3]=[CX3]","Reactive, unstable, toxic","Vinylketones and similar"
"[Sv6X4](=[OX1])(=[OX1])[CX3]=[CX3]","Reactive, unstable, toxic","Vinylsulfones and similar"
"[CX3]=[CX3][$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])]","Reactive, unstable, toxic","Nitrovinyl"
"[NX1]#CC=C","Reactive, unstable, toxic","Acrylonitriles"
"[Pv5X4](=[OX1])([#8])([#8])[CX3]=[CX3]","Reactive, unstable, toxic","Vinylphosphonates and similar"
"[$(n1c([CX3]=[CX3])cccc1),$(n1cc([CX3]=[CX3])ccc1),$(n1ccc([CX3]=[CX3])cc1)]","Reactive, unstable, toxic","Vinylpyridines and similar"
"C1(=[OX1])C=CC(=[OX1])[NX3]1","Reactive, unstable, toxic","Cyclic maleimide-like Michael acceptors"
"[CX3]=[CX2]=[OX1]","Reactive, unstable, toxic","Ketenes"
"C=C=C","Reactive, unstable, toxic","Allenes"
"[CX4]1[OX2][CX4]1","Reactive, unstable, toxic","Oxiranes"
"[CX4]1[SX2][CX4]1","Reactive, unstable, toxic","Thiiranes"
"[CX4]1[NX3][CX4]1","Reactive, unstable, toxic","Aziridines"
"[CX4]1[OX2][CX4][CX4]1","Reactive, unstable, toxic","Oxetanes"
"[CX4]1[SX2][CX4][CX4]1","Reactive, unstable, toxic","Thietanes"
"[Sev2X2]","Reactive, unstable, toxic","Selen in chain"
"[Si]([#8])([#6])([#6])([#6])","Reactive, unstable, toxic","O-Silyl derivatives"
"[Si]([#7])([#6])([#6])([#6])","Reactive, unstable, toxic","N-Silyl derivatives"
"[$([F,Cl,Br,I]c1c([$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])])cccc1),$([F,Cl,Br,I]c1cc([$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])])ccc1),$([F,Cl,Br,I]c1ccc([$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])])cc1)]","Reactive, unstable, toxic","Nitro-haloarenes"
"[$(c1([$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])])c([$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])])cccc1),$(c1([$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])])cc([$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])])ccc1),$(c1([$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])])ccc([$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])])cc1)]","Reactive, unstable, toxic","Dinitroarenes"
"c1ccccc1([CX4][Cl,Br,I])","Reactive, unstable, toxic","Benzylhalogenides and similar"
"[F,Cl,Br,I][CX4][#8]","Reactive, unstable, toxic","Halomethyl ethers"
"[F,Cl,Br,I][CX4][#16]","Reactive, unstable, toxic","Halomethyl thioethers"
"[F,Cl,Br,I][CX4][#7]","Reactive, unstable, toxic","Halomethyl amines"
"[OX1]=[I!X1][#6]","Reactive, unstable, toxic","Iodoso and similar hypervalent compounds"
"N[CX3](=[SX1])N","Reactive, unstable, toxic","Linear thioureas"
"N[CX3](=[SX1])S","Reactive, unstable, toxic","Linear dithiocarbamates"
"[CX3](=[SX1])(S)S","Reactive, unstable, toxic","Trithiocarbonates"
"[CX3](=[SX1])([#6])S","Reactive, unstable, toxic","Thioester"
"[Sv6X4](=[OX1])([#8])([#8])[SX2][#6]","Reactive, unstable, toxic","Bunte salts"
"[#7v4X3R]","Reactive, unstable, toxic","Positively charged N-heterocycles"
"[$([#6]1([F,Cl,Br,I])=,:[#6]-,:[#6](=[OX1])-,:[#6]=,:[#6]-,:[#6]1(=[OX1])),$([#6]1(=[OX1])-,:[#6](=[OX1])-,:[#6]([F,Cl,Br,I])=,:[#6]-,:[#6]=,:[#6]1),$([#6]1(=[OX1])-,:[#6](=[OX1])-,:[#6]=,:[#6]([F,Cl,Br,I])-,:[#6]=,:[#6]1)]","Reactive, unstable, toxic","Haloquinones and similar"
"[$([Te]~[#6]),$([As]~[#6]),$([Ge]~[#6]),$([Hg]~[#6]),$([Co]~[#6]),$([Fe]~[#6]),$([Mn]~[#6]),$([Cr]~[#6]),$([Ti]~[#6]),$([Sn]~[#6])]","Reactive, unstable, toxic","Organometallic compounds"
"[#6]1=,:[#6]C(=[OX1,SX1])N[SX2]1","Skin sensitization","Isothiazolinone, isothiazolinthione and their derivatives"
"[#6][O,SX2,N][O,SX2,N][$([CH]=O),$([CH]=S),$(C(C)=O),$(C(C)=S),[a]]","Skin sensitization","Heteroatom-bonded heteroatom"
"[!$(C=C);!$(C#C)]C(=[O,SX1])[F,Cl,Br,I]","Skin sensitization","Acyl and thioacyl halides"
"[!$(C=C);!$(C#C)]C(=N)[F,Cl,Br,I]","Skin sensitization","Imidoyl halides"
"[!$(C=C);!$(C#C)]C(=[O,SX1,N])[O,S,N][a]","Skin sensitization","Esters of aromatic alcohols and their thio and aza analogues"
"[!$(C=C);!$(C#C)]C(=[O,SX1,N])[O,S,N]C(=[O,SX1,N])","Skin sensitization","Acid anhydrides and their thio and aza analogues"
"[!$(C=C);!$(C#C)]C(=[O,S,N])[O,S][$(C=C),$(C=N),$(C#C),$(C#N)]","Skin sensitization","Esters of unsaturated alcohols and their thio and aza analogues"
"[#6]1C(=[O,S])[O,N,S][#6]1","Skin sensitization","?-Lactones, ?-lactams and their thio analogues"
"[C,N,O,S,a]c1[n,o,s]c2ccccc2[n,o,s]1","Skin sensitization","Benzo-fused five-membered heterocycles"
"[#6]1[#6](=[N,O,S])[#7,#8,#16][#6][#7,#8,#16]1","Skin sensitization","(Thio)carbonyl and imine derivatives of five-membered heterocycles"
"[C,O]=[#6]1[#7,#8,#16][#6](=[O,N,SX1])c2ccccc12","Skin sensitization","Phthalic anhydrides and their thio and aza analogues"
"[!$(C=C);!$(C#C)]C(=[O,SX1,N])[O,S,N][CX4,O,S][$(C=O),a,$(C=C),$(C#C),$(C=N),$(C#N)]","Skin sensitization","Acylating agents"
"C1=[C,N][$(S(=O)(=O)),$(C=[N,O]),$(S=O)][C,N]=C1c2ccccc2","Skin sensitization","Heteryl-substituted benzenes"
"[CH2,CH]=C1C(=[OX1,SX1])**C1","Skin sensitization","Cyclopentanone and cyclopentathione derivatives"
"c1c([OH,NH2,NH])c([OH,NH2,NH,$(N=N),$(N(C)C)])ccc1","Skin sensitization","Ortho-substituted phenols, primary and secondary amines"
"c1c([OH,NH2,NH])ccc([OH,NH2,NH,$(N=N),$(N(C)C)])c1","Skin sensitization","Para-substituted phenols, primary and secondary amines"
"c1c([OH,NH2,NH])cc([OH,NH2,NH,$(N(C)C)])cc1","Skin sensitization","Meta-substituted phenols, primary and secondary amines"
"c1([OH])c(O[CH3])cccc1","Skin sensitization","Ortho-hydroxysubstituted methyl phenyl ether"
"c1([OH])ccc(O[CH3])cc1","Skin sensitization","Para-hydroxysubstituted methyl phenyl ether"
"c1c([OH])ccc(C=C[CH3])c1","Skin sensitization","Para-hydroxysubstituted iso-allyl benzene"
"C([F,Cl,Br,I])[CH2,CH][([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-]),$(C=O),$(C#N),$(S=O),$(C(=O)N)]","Skin sensitization","?-Substituted haloalkanes"
"C([F,Cl,Br,I])[CH2,CH][a]","Skin sensitization","Haloethyl-substituted aromatic compounds"
"[$([CH]=[CH2,CH]),$(C(C)=[CH2, CH]),$(C#C);!$(C(C)=CC)][CH2][OH]","Skin sensitization","?, ?-Unsaturated methoxy group"
"c1([OH])ccc([CH2][CH]=[CH2])cc1","Skin sensitization","Para-hydroxysubstituted allylbenzene"
"c1(O[CH3])ccc([CH2][CH]=[CH2])cc1","Skin sensitization","Para-methoxysubstituted allylbenzene"
"[OH]c1cccc2ccccc12","Skin sensitization","?-Naphthols"
"F[CH2,CH]C(F)[$(N(=[OX1])=[OX1]),$(C=O),$(C#N),$(S=O),$(C(=O)N),$(a)]","Skin sensitization","vic-Difluoroalkyl group"
"Cl[CH2,CH]C(Cl)[$(N(=[OX1])=[OX1]),$(C=O),$(C#N),$(S=O),$(C(=O)N),$(a)]","Skin sensitization","vic-Dichloroalkyl group"
"Br[CH2,CH]C(Br)[$(N(=[OX1])=[OX1]),$(C=O),$(C#N),$(S=O),$(C(=O)N),$(a)]","Skin sensitization","vic-Dibromoalkyl group"
"I[CH2,CH]C(I)[$(N(=[OX1])=[OX1]),$(C=O),$(C#N),$(S=O),$(C(=O)N),$(a)]","Skin sensitization","vic-Diiodoalkyl group"
"[CX3]=[CX2]=[OX1]","Acute Aquatic Toxicity","Ketenes"
"[Br,Cl,F,I][CX3](=[OX1])[#1,*&!$([OH1])&!$([SH1])]","Acute Aquatic Toxicity","Acid halides"
"[$([#6]1[CX3](=[OX1])[OX2][CX3](=[OX1])[#6]1),$([#6]1[CX3](=[OX1])[OX2][CX3](=[OX1])[#6][#6]1)]","Acute Aquatic Toxicity","Carboxylic acid anhydrides"
"[NX3]([CX4])([CX4])[CX3](=[OX1])Cl","Acute Aquatic Toxicity","Dialkyl carbamoylchloride"
"[NX2]=[CX2]=[OX1]","Acute Aquatic Toxicity","Isocyanate"
"[NX2]=[CX2]=[SX1]","Acute Aquatic Toxicity","Isothiocyanate"
"[#6,#1][CX3]([H])=[OX1]","Acute Aquatic Toxicity","Aldehydes"
"[$([#6&!$(C=[O,N,S])]1[OX2][CX3](=[OX1])[#6]1),$([#6&!$(C=[O,N,S])]1[OX2][CX3](=[OX1])[#6][#6]1)]","Acute Aquatic Toxicity","Lactones"
"[CX4]1[OX2][CX4]1","Acute Aquatic Toxicity","Epoxides "
"[CX4]1[NX3][CX4]1","Acute Aquatic Toxicity","Aziridines"
"[#6][Sv6X4!R](=[OX1])(=[OX1])[OX2!R][#6]","Acute Aquatic Toxicity","Sulfonic acid esters"
"[#6][OX2!R][Sv6X4!R](=[OX1])(=[OX1])[OX2!R][#6]","Acute Aquatic Toxicity","Sulfuric acid esters"
"[Pv5X4]([OX2][#6])([OX2][#6])([OX2][#6])(=[OX1])","Acute Aquatic Toxicity","Phosphoric acid ester"
"[$([#6]1[Sv6X4](=[OX1])(=[OX1])[OX2][#6]1),$([#6]1[Sv6X4](=[OX1])(=[OX1])[OX2][#6][#6]1),$([#6]1[Sv6X4](=[OX1])(=[OX1])[OX2][#6][#6][#6]1)]","Acute Aquatic Toxicity","Cyclic sulfonic acid esters"
"[$([#6]1[OX2][Sv6X4](=[OX1])(=[OX1])[OX2][#6][#6]1),$([#6]1[OX2][Sv6X4](=[OX1])(=[OX1])[OX2][#6][#6][#6]1)]","Acute Aquatic Toxicity","Cyclic sulfuric acid esters"
"[F,Cl,Br,I][#6][CX3](=[OX1])[OX2H1]","Acute Aquatic Toxicity","Halo acetates"
"[F,Cl,Br,I][#6][CX3](=[OX1])[NX3]","Acute Aquatic Toxicity","Halo acetamides"
"[$([F,Cl,Br,I]C[OX2]C),$([F,Cl,Br,I]CC[OX2]C)]","Acute Aquatic Toxicity","Halo ethers"
"[F,Cl,Br,I][CX4][CX4][SX2]","Acute Aquatic Toxicity","Haloethyl sulfides (S-mustard)"
"[F,Cl,Br,I][CH2][CH2][NX3]","Acute Aquatic Toxicity","Haloethyl amines (N-mustard)"
"[#6]=[#6][CX3](=[OX1])[NX3]","Acute Aquatic Toxicity","?, ?-Unsaturated amides"
"C=CC#[NX1]","Acute Aquatic Toxicity","?, ?-Unsaturated nitriles"
"C=C[CX3]([H])=[OX1]","Acute Aquatic Toxicity","?, ?-Unsaturated aldehydes"
"[#6]=[#6][$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])]","Acute Aquatic Toxicity","?, ?-Unsaturated nitro compounds"
"[#6]=[#6][Sv6X4](=[OX1])(=[OX1])","Acute Aquatic Toxicity","?, ?-Unsaturated sulfones"
"[#6]=[#6][CX3](=[OX1])[OX2][#6]","Acute Aquatic Toxicity","?, ?-Unsaturated carboxylic acid ester (acrylates)"
"[CX3]=[CX3][CX3](=[OX1])[OX2H1]","Acute Aquatic Toxicity","?, ?-Unsaturated carboxylic acid"
"[#6]=[#6][CX3](=[OX1])([!#1!$([OH1])])","Acute Aquatic Toxicity","?, ?-Unsaturated carbonyl compounds"
"[#6X3]1=,:[#6X3]-,:[#6X3](=[OX1])-,:[#6X3]=,:[#6X3]-,:[#6X3]1(=[OX1])","Acute Aquatic Toxicity","Quinones"
"[*!$([a])&!$(C=C)&!$(C#C)][CX4][F,Cl,Br,I]","Acute Aquatic Toxicity","Alkyl halide"
"NOT [!#6!#1!F!Cl!Br!I] AND [F,Cl,Br,I][CX4][*&!$(C=C)&!$(C#C)&!$([a])]","Acute Aquatic Toxicity","Alkyl halides with only C, H and halogen atom"
"[a!r0][F,Cl,Br,I]","Acute Aquatic Toxicity","Aryl halide"
"[F,Cl,Br,I][CX4][CX3]=[CX3]","Acute Aquatic Toxicity","Halogenated allylic group"
"c[CX4][F,Cl,Br,I]","Acute Aquatic Toxicity","Halogenated benzylic group"
"[$([F,Cl,Br,I]c1c([$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])])cc([$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])])cc1),$([F,Cl,Br,I]c1c([$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])])cccc1([$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])]))]","Acute Aquatic Toxicity","Halogenated nitroaromatics"
"[$([#6]=[NX2+]=N),$([#6]=[NX2]=[NX1]),$([#6]=[NX2+]=[NX1-]),$([#6]-[NX2+]#[NX1]),$([#6-]-[NX2+]#[NX1])]","Acute Aquatic Toxicity","Diazo compounds"
"[$([Cu][#6]),$([Ag][#6]),$([Au][#6]),$([Zn][#6]),$([Cd][#6]),$([Hg][#6]),$([Sn][#6]),$([Pb][#6]),$([As][#6]),$([Sb][#6])]","Acute Aquatic Toxicity","Organo metallic compounds"
"[NX4+]([CX4])([CX4])([CX4])([CX4])","Acute Aquatic Toxicity","Ammonium compounds"
"[SX3+]([CX4])([CX4])([CX4])","Acute Aquatic Toxicity","Sulfonium compounds"
"II","Acute Aquatic Toxicity","Iodine"
"[#1][OX2][OX2][#1]","Acute Aquatic Toxicity","Hydrogen peroxide"
"[Sv4X3](=[OX1])","Acute Aquatic Toxicity","Sulfoxides"
"[SX2][IX1]","Acute Aquatic Toxicity","Sulfenyl iodides"
"[SX2][SX2]","Acute Aquatic Toxicity","Disulfides"
"[SX2][Sv4X3](=[OX1])","Acute Aquatic Toxicity","Sulfoxides of aliphatic disulfides"
"[SX2][Sv6X4](=[OX1])(=[OX1])","Acute Aquatic Toxicity","Thiosulfonates"
"[SX2][SX2][CX3](=[OX1])[OX2]","Acute Aquatic Toxicity","Carboxy disulfides"
"[OX1]=[AsX2]","Acute Aquatic Toxicity","Arsenic (III) compounds"
"[SX2][CX2]#[NX1]","Acute Aquatic Toxicity","Thiocyanates"
"[F,Cl,Br,I][SX2]","Acute Aquatic Toxicity","Sulfenyl halides"
"NOT [!#6!#1!F!Cl!Br] AND [F,Cl,Br][C!R][C&!$(C(=,#C)[C!R][F,Cl,Br])]","Acute Aquatic Toxicity","Aliphatic halide"
"NOT [!#1!#6]","Acute Aquatic Toxicity","Hydrocarbons"
"NOT [!#6!#1!F!Cl!Br] AND [CX4!R0][F,Cl,Br] AND NOT [CX4!R0]([F,Cl,Br])[C!R0]=,#[C!R0] AND NOT [CX4]([F,Cl,Br])a","Acute Aquatic Toxicity","Halogen substituted mono- and polycyclic hydrocarbons"
"NOT [!#6!#1!#8] AND [$([CX4!R][OX2;!$(O(C1)C1);!$([OX2][OX2])][CX4!R]),$([CX4]1[OX2][CX4][CX4]1),$([CX4]1[OX2][CX4][CX4][CX4]1),$([CX4]1[OX2][CX4][CX4][CX4][CX4]1),$([CX4]1[OX2][CX4][CX4][CX4][CX4][CX4]1)]","Acute Aquatic Toxicity","Ethers"
"NOT [!#6!#1!#8] AND [OX2H1][CX4][C!$(C(=,#C)[CX4][OX2H1])]","Acute Aquatic Toxicity","Aliphatic alcohols"
"NOT [!#6!#1!#8] AND [a;!$(a-[OH1]);!$(a[CX4][OH1])][$(C~[CX4][OH1]),$(C~C~[CX4][OH1]),$(C~C~C~[CX4][OH1]),$(C~C~C~C~[CX4][OH1]),$(C~C~C~C~C~[CX4][OH1]),$(C~C~C~C~C~C~[CX4][OH1]),$(C~C~C~C~C~C~C~[CX4][OH1]),$(C~C~C~C~C~C~C~C~[CX4][OH1]),$(C~C~C~C~C~C~C~C~C~[CX4][OH1])]","Acute Aquatic Toxicity","Aromatic alcohols"
"NOT [!#6!#1!#8] AND [CX4][CX3](=[OX1])[CX4]","Acute Aquatic Toxicity","Ketones"
"NOT [!#6!#1!#7] AND [$([NX3H1](C)C),$([NX3](C)(C)C)]","Acute Aquatic Toxicity","Aliphatic secondary and tertiary amines"
